Название магазина,Дата и время,Долгота,Широта,Категория,Бренд,Номер карты,Количество товаров,Стоимость
Афоня,2020-12-12 15:53,30.387845,60.00248,Отделочные материалы,Tikkurila,4279746419922288,5,4800
PisterGSM,2018-09-02 12:09,30.36603,59.932429,Сетевые сервисы и подписки,Microsoft,5479664332277529,5,11000
Barleone,2015-03-26 16:53,30.293232,59.959192,Платья и юбки,Mango,5479664332277529,16,4500
VAG Club,2014-11-28 08:43,30.22647,59.996275,Электрооборудование,Denso,5479664332277529,25,14000
Ашан,2022-05-11 16:08,30.401603,59.899487,Продукты для диабетиков,Fiber Gourmet,4245429087688479,21,800
СтройХаус,2017-09-15 10:39,30.44978,60.036823,Отделочные материалы,Isover,4245429087688479,5,4900
Автотрейд,2016-11-10 16:51,30.169871,59.815811,Системы охлаждения,Motorcraft,4245429087688479,35,14000
Сатурн,2015-12-28 08:54,30.392081,59.889243,Лестницы и стремянки,Centaur,5257874288492816,30,8000
СтройХаус,2018-08-09 20:37,30.409452,60.075356,Краски и лаки,Sherwin-Williams,5257874288492816,15,2700
restore,2016-06-21 12:49,30.445639,59.980758,3D-принтеры и аксессуары,Ultimaker,5257874288492816,10,250000
VAG Club,2014-09-20 21:56,30.444139,60.000501,Топливные системы,Magneti Marelli,5257874288492816,22,9000
StoreDima,2021-10-03 14:38,30.32422,59.929012,Офисная техника,Fujitsu,5257874288492816,5,38000
VAG Club,2023-08-18 12:55,30.444139,60.000501,Топливные системы,Continental,5176475428362790,40,10500
Петрович,2022-09-24 22:13,30.214696,59.981562,Изоляционные материалы,Rockwool,5176475428362790,49,1600
DreamWhite,2024-06-09 15:05,30.332892,59.792867,Одежда для беременных,Isabella Oliver,5176475428362790,46,5000
СтройХаус,2023-04-10 13:54,30.436413,59.946501,Фасадные материалы,Saint-Gobain,5176475428362790,36,1550
Перекрёсток,2024-07-31 15:29,30.504177,59.834145,Сладости и десерты,Mondelez,5469460393986703,56,280
Перекрёсток,2020-10-29 03:25,30.22607,60.02195,Продукты для вегетарианцев,Follow Your Heart,5469460393986703,45,250
Дикси,2023-02-09 15:19,30.361594,59.939402,Соусы и приправы,Annie's,5469460393986703,68,130
Автотрейд,2020-10-24 14:53,30.382569,59.889669,Электрооборудование,VDO,5469460393986703,5,9500
СтройХаус,2014-06-24 10:54,30.372729,59.95475,Лестницы и стремянки,Hymer,4023111317209078,7,11000
Дизель спот,2020-06-03 13:22,30.444036,59.950531,Топливные системы,Holley,4023111317209078,37,12000
Сатурн,2015-12-19 11:42,30.367789,59.874853,Строительные материалы,Xella,4023111317209078,23,4000
Дикси,2014-07-26 16:23,30.210066,59.942991,Готовые блюда,Махеевъ,4023111317209078,5,130
Дон Телефон,2014-11-14 10:33,30.321769,59.927084,Накопители данных,PNY,4023111317209078,5,5000
Ситилинк,2023-01-16 13:13,30.318894,59.926417,Офисная техника,Ricoh,4405662865055433,18,33000
Максидом,2023-10-26 15:53,30.38423,60.002149,Напольные покрытия,Kaindl,4405662865055433,31,1450
DNS,2021-11-30 23:36,30.226092,60.037187,Телефоны и оборудование для стационарной связи,Panasonic,4405662865055433,32,7000
Elny,2024-09-29 18:48,30.273866,59.941915,Одежда для дома,Hollister,4405662865055433,5,2700
Elny,2012-01-15 15:32,30.14755,59.581967,Футболки и майки,Reebok,5484666389505655,13,2800
Максидом,2013-10-20 11:57,30.386777,60.004162,Поливочные системы,Claber,5484666389505655,22,10000
Пятёрочка,2019-10-10 17:53,30.290775,59.957928,Крупы и макароны,Ярмарка,5484666389505655,5,90
Петрович,2017-05-21 20:31,30.206649,59.85461,Садовая мебель,Higold,5484666389505655,5,50000
Дон Телефон,2023-07-05 13:07,30.320953,59.927913,Сетевые сервисы и подписки,Dropbox,5484666389505655,5,6000
OBI,2014-06-02 23:25,30.316835,59.824291,Поливочные системы,Aqua Systems,4658824062333589,5,12000
Афоня,2012-03-30 11:12,30.324665,59.855892,Сантехника,Blanco,4658824062333589,5,20000
Лемана Про,2017-01-13 18:37,30.398137,59.800127,Садовые постройки,Palram,4658824062333589,27,40000
Дон Телефон,2022-02-06 07:23,30.321769,59.927084,Дроны и робототехника,Syma,5411592819291492,5,15000
М-Стерео,2016-05-24 16:34,30.355453,59.938372,Кабели и адаптеры,Microsoft,5411592819291492,5,2200
Лента,2023-09-08 01:17,30.238926,60.029599,Фрукты и овощи,Driscoll's,5411592819291492,5,180
Porivay Suit,2017-12-16 09:35,30.356776,59.915184,Спортивная одежда,Under Armour,5411592819291492,39,7500
Дизель спот,2016-03-26 09:38,30.468788,59.960016,Подвеска и рулевое управление,Sachs,5411592819291492,95,13000
Автотрейд,2013-08-23 16:29,30.169871,59.815811,Автоинструменты и оборудование,Sunex,5583340346872593,23,8000
Авто Стори,2014-12-05 14:10,30.47283,59.885293,Шины и диски,Kumho,5583340346872593,14,7500
Лента,2024-12-06 20:32,30.315047,60.047125,Специи и пряности,Santa Maria,5583340346872593,12,200
StoreDima,2019-06-23 10:06,30.32422,59.929012,Фото- и видеокамеры,Blackmagic Design,5583340346872593,26,100000
Дон Телефон,2021-04-08 18:16,30.320953,59.927913,Аудиооборудование,Klipsch,5583340346872593,5,38000
Дизель спот,2019-07-11 15:04,30.235619,59.993021,Шины и диски,Avon,5479662616229060,5,9000
Porivay Suit,2017-03-13 09:35,30.348972,59.914947,Обувь,Asics,5479662616229060,5,7000
Ашан,2016-02-21 22:48,30.457308,59.778,Соусы и приправы,Pace,5479662616229060,28,140
Porivay Suit,2012-08-22 10:18,30.348972,59.914947,Одежда для дома,Sloggi,5479662616229060,33,1800
Магнит,2017-11-21 12:17,30.320118,59.889418,Товары для выпечки,Duncan Hines,5479662616229060,5,110
Автотрейд,2020-03-11 23:54,30.169871,59.815811,Автомобильные аптечки и аварийные наборы,АВТОЛЮКС,5493094003784218,25,3200
Авто Стори,2021-03-26 19:38,30.47283,59.885293,Шины и диски,Bridgestone,5493094003784218,5,11000
Автотрейд,2013-01-06 09:13,30.382332,59.889032,Автозвук и мультимедиа,Clarion,5493094003784218,34,12000
М.Видео,2018-12-09 15:39,30.511585,59.894069,Дроны и робототехника,Parrot,5493094003784218,5,60000
РеалЪ,2021-03-30 11:53,30.205626,59.855048,Продукты для спортсменов,Garden of Life,5493094003784218,16,3100
Ситилинк,2020-05-08 08:38,30.221821,60.038659,Игровые консоли и аксессуары,Thrustmaster,5123039301862748,42,16000
Дикси,2023-04-27 17:47,30.35584,59.923634,Детское питание,Happy Baby,5123039301862748,60,150
Barleone,2014-11-13 15:04,30.293232,59.959192,Женская одежда,H&M,5123039301862748,42,2500
OBI,2024-08-18 21:14,30.518781,59.894747,Керамическая плитка,Atlas Concorde,5176479247049614,5,2400
restore,2018-11-26 07:30,30.301078,60.005219,Устройства умного дома,Ecobee,5176479247049614,5,30000
Eurospar,2023-08-23 21:30,30.34903,59.945452,Напитки,Fanta,5176479247049614,5,80
OBI,2021-08-19 09:26,30.349319,59.871277,Керамическая плитка,Ape Ceramica,5228813509070514,5,2000
Ситилинк,2013-12-04 14:49,30.27645,59.945846,Аудиооборудование,KEF,5228813509070514,46,52000
М.Видео,2014-04-26 11:41,30.583023,59.740675,3D-принтеры и аксессуары,Raise3D,5228813509070514,5,300000
Barleone,2024-12-31 16:37,30.293232,59.959192,Купальники и пляжная одежда,Maaji,4061499630633261,5,5200
Porivay Suit,2016-12-28 09:34,30.348972,59.914947,Платья и юбки,H&M,4276652966185611,8,4000
Babochka,2012-09-07 12:14,30.373729,59.927942,Костюмы и пиджаки,Ermenegildo Zegna,4276652966185611,5,95000
Elny,2022-12-18 20:02,30.361476,59.932748,Домашняя одежда,Oysho,5483873985534479,5,2100
М-Стерео,2017-02-11 08:08,30.355453,59.938372,Телефоны и оборудование для стационарной связи,Grandstream,5483873985534479,5,7500
Авто Стори,2013-05-26 09:06,30.47283,59.885293,Подвеска и рулевое управление,Mevotech,4658824093337115,5,12500
Porivay Suit,2013-10-21 14:03,30.348972,59.914947,Джинсы и брюки,American Eagle,4658824093337115,39,5000
Пятёрочка,2016-09-24 14:12,30.292433,59.922247,Хлеб и выпечка,Хлебозавод №5,4658824093337115,5,60
restore,2018-12-04 15:31,30.301078,60.005219,Компьютерные периферийные устройства,Cooler Master,4658824093337115,5,14000
restore,2013-06-04 22:27,30.445639,59.980758,Батарейки и зарядные устройства,Tenergy,5157709777140849,21,400
restore,2022-02-02 12:16,30.515375,59.893985,Аудиооборудование,Sennheiser,5157709777140849,5,40000
Лента,2012-09-29 21:49,30.226131,59.984632,Консервы,Gourmet,5157709777140849,5,160
М.Видео,2020-08-31 21:44,30.272001,60.002106,Батарейки и зарядные устройства,Philips,5157709777140849,32,470
Дон Телефон,2020-03-06 17:12,30.320953,59.927913,Игровые консоли и аксессуары,ASTRO Gaming,5157709777140849,5,14000
Eurospar,2018-12-14 14:18,30.226486,59.986227,Молочные продукты,Ruzskoe Moloko,5458076133609024,23,75
Barleone,2020-12-19 10:15,30.293232,59.959192,Одежда для беременных,ASOS,5458076133609024,5,3500
Дон Телефон,2022-12-26 19:18,30.320953,59.927913,Мониторы,Dell,5458076133609024,5,35000
Porivay Suit,2014-11-25 13:15,30.356776,59.915184,Купальники и пляжная одежда,Vitamin A,5458076133609024,13,5400
restore,2022-02-01 17:30,30.446447,59.911725,Аксессуары для мобильных устройств,Samsung,5458076133609024,9,8000
РеалЪ,2018-12-30 13:10,30.380023,59.963715,Экологически чистые продукты,Dennree,4023125064395999,5,180
Ситилинк,2016-03-12 23:04,30.221821,60.038659,Накопители данных,LaCie,4023125064395999,7,7500
PisterGSM,2016-09-17 13:57,30.36603,59.932429,Фото- и видеокамеры,DJI,4023125064395999,17,70000
Пятёрочка,2013-04-02 15:11,30.292433,59.922247,Фрукты и овощи,Oppy,6768618852063467,18,330
Дикси,2019-04-11 21:22,30.302106,59.968176,Рыба и морепродукты,Краб,6768618852063467,5,700
М-Стерео,2022-01-18 12:22,30.355453,59.938372,3D-принтеры и аксессуары,Snapmaker,5209544602738178,5,100000
Авто Стори,2020-02-05 16:09,30.47283,59.885293,Автомобильные аптечки и аварийные наборы,Автостандарт,5209544602738178,19,2300
Babochka,2013-03-16 21:54,30.373729,59.927942,Домашняя одежда,Under Armour,5209544602738178,17,2900
DreamWhite,2018-08-01 09:42,30.304204,59.960815,Свитера и кардиганы,Mango,5209544602738178,5,4500
VAG Club,2017-03-19 20:09,30.22647,59.996275,Автомобильные аптечки и аварийные наборы,АВТОМАШ,5209544602738178,5,3000
Лемана Про,2017-02-21 23:38,30.446878,59.912914,Напольные покрытия,Swiss Krono,4023115773650519,17,1500
PisterGSM,2018-07-30 10:28,30.36603,59.932429,Устройства умного дома,Eufy,4023115773650519,34,25000
Лемана Про,2020-09-03 19:47,30.347658,60.066328,Системы отопления,Vaillant,4023115773650519,26,120000
GATE31,2024-05-12 16:38,30.354525,59.98708,Одежда для йоги,Athleta,4023115773650519,5,6500
Лемана Про,2012-02-08 17:00,30.236232,60.038227,Садовая техника,Stihl,4023115773650519,19,65000
Дизель спот,2016-03-31 20:56,30.235619,59.993021,Автомобильные лампы и освещение,Osram,6764216824862862,15,1400
VAG Club,2012-11-01 18:49,30.22647,59.996275,Автозвук и мультимедиа,Boss Audio,6764216824862862,5,10000
Петрович,2019-09-18 14:15,30.343252,60.062117,Сантехника,Roca,6764216824862862,23,15000
ТехноНИКОЛЬ,2018-04-06 17:13,30.432281,59.897979,Гипсокартон и комплектующие,Danogips,6764216824862862,5,410
Ситилинк,2020-07-30 11:54,30.487587,59.951173,Планшеты,Amazon,4023121781881852,35,25000
Ашан,2018-06-23 20:09,30.350265,59.868921,Замороженные продукты,Talenti,4478181027157696,33,650
Elny,2024-06-12 21:56,30.359647,59.947369,Эко-одежда,Prana,5189017389959398,14,9000
Пятёрочка,2025-04-03 21:27,30.353782,59.911451,Органические продукты,Annie's Homegrown,5189017389959398,7,170
PisterGSM,2016-08-02 22:35,30.36603,59.932429,Телефоны и оборудование для стационарной связи,AT&T,5189017389959398,5,5500
