Название магазина,Дата и время,Долгота,Широта,Категория,Бренд,Номер карты,Количество товаров,Стоимость
Максидом,2022-06-24 14:38,30.36521,59.811704,Фасадные материалы,Henkel,5411596864563794,18,1200
Магнит,2024-02-18 11:20,30.429308,59.892659,Здоровое питание,Pulsin,4245427540137341,5,300
VAG Club,2012-11-25 19:12,30.22647,59.996275,Автомобильные аксессуары,Armor All,4245427540137341,68,1500
Азбука вкуса,2013-01-06 13:04,30.272869,59.967178,Продукты для диабетиков,Nutricia,4245427540137341,27,850
Дикси,2023-12-26 18:48,30.301006,59.927585,Молочные продукты,Agusha,4245427540137341,5,65
Дон Телефон,2022-03-19 20:43,30.321769,59.927084,Дроны и робототехника,Hubsan,5342604588007304,12,30000
СтройХаус,2020-10-14 21:50,30.478379,60.015703,Сантехника,Geberit,5342604588007304,16,22000
Лента,2021-07-19 14:48,30.435033,60.031442,Соусы и приправы,Old El Paso,5342604588007304,5,150
DNS,2014-04-10 10:32,30.317253,59.827715,Устройства виртуальной и дополненной реальности,Oculus,4042732629209931,26,35000
М-Стерео,2024-03-01 18:04,30.367216,59.935317,Принтеры и сканеры,Sharp,4042732629209931,5,25000
М.Видео,2019-06-11 16:24,30.407019,60.03865,Планшеты,Microsoft,4042732629209931,41,70000
GATE31,2014-06-23 12:15,30.345298,59.930685,Часы и украшения,Xiaomi,4042732629209931,5,25000
Максидом,2021-12-24 21:26,30.386777,60.004162,Краски и лаки,Feidal,4245442884776215,5,2000
GATE31,2014-11-13 12:09,30.344614,59.930422,Часы и украшения,Vivo,4274545789244555,5,28000
Elny,2014-01-14 20:27,30.273866,59.941915,Одежда для йоги,Zella,4274545789244555,5,6000
Дизель спот,2019-01-15 14:17,30.444036,59.950531,Автомобильные аптечки и аварийные наборы,Автостандарт,4274545789244555,52,2300
DNS,2020-06-08 16:04,30.234808,59.949074,Программное обеспечение,McAfee,4274545789244555,43,65000
Автотрейд,2024-05-07 19:07,30.235785,59.992793,Автомобильные масла и жидкости,Chevron,5123031087549083,23,2500
СтройХаус,2014-06-26 17:34,30.478379,60.015703,Керамическая плитка,Paradyz,5123031087549083,19,1700
VAG Club,2018-10-22 23:27,30.444139,60.000501,Автомобильные аксессуары,Osram,4324982964872398,5,3000
DNS,2023-09-15 19:55,30.488053,59.950183,Устройства виртуальной и дополненной реальности,Panasonic,4324982964872398,20,40000
Лента,2015-04-14 22:00,30.393534,59.987134,Замороженные продукты,Totino's,4324982964872398,65,300
Elny,2023-10-08 22:36,30.273866,59.941915,Джинсы и брюки,Zara,4324982964872398,16,3500
Петрович,2020-04-14 22:14,30.344151,60.06295,Электрика,Makel,4324982964872398,5,2000
StoreDima,2024-01-15 19:06,30.32422,59.929012,Мелкая бытовая техника,Scarlett,4023124731350129,5,8000
Пятёрочка,2013-09-17 02:10,30.283451,59.925627,Диетические продукты,Herbalife,4023124731350129,10,1500
GATE31,2019-05-09 22:41,30.309594,59.964426,Одежда для работы,Eddie Bauer,4023124731350129,5,8500
Barleone,2017-11-11 21:18,30.293232,59.959192,Мужская одежда,Levi's,5483873895426936,24,8000
PisterGSM,2022-01-17 17:30,30.36603,59.932429,Устройства виртуальной и дополненной реальности,Vuzix,5483873895426936,18,45000
Barleone,2012-01-30 20:11,30.293232,59.959192,Одежда для особых случаев,Balmain,5483873895426936,5,230000
Телемаркет24,2018-11-15 13:20,30.355724,59.922592,Программное обеспечение,Symantec,5488377782165975,26,70000
Азбука вкуса,2022-11-24 17:49,30.359189,59.931679,Напитки,Aquafina,5488377782165975,12,50
Лемана Про,2021-08-31 12:01,30.300415,60.004457,Поливочные системы,Claber,5488377782165975,5,10000
Афоня,2014-07-22 11:27,30.349203,60.05041,Фасадные материалы,Henkel,5488377782165975,17,1200
OBI,2015-08-21 20:57,30.518781,59.894747,Мебель для ванной,Cersanit,4049061532815151,5,17000
Автотрейд,2018-04-03 19:39,30.382569,59.889669,Автозвук и мультимедиа,Cerwin-Vega,4049061532815151,28,11000
Babochka,2013-03-06 23:07,30.329989,59.935103,Часы и украшения,Google,4049061532815151,38,55000
Ситилинк,2012-01-05 19:16,30.309242,59.916191,Устройства виртуальной и дополненной реальности,Samsung,4049061532815151,10,30000
Мастеровой,2013-04-21 13:54,30.313617,59.926086,Кровельные материалы,BLACHOTRAPEZ,5189017830389007,6,2000
Авто Стори,2015-11-30 10:24,30.47283,59.885293,Автосигнализации и охранные системы,Meta System,5189017830389007,17,27000
Ашан,2013-12-26 23:14,30.316491,59.819679,Диетические продукты,KetoLogic,5189017830389007,12,1900
Дизель спот,2024-06-03 16:33,30.444036,59.950531,Тормозные системы,Meyle,5189017830389007,5,9000
СтройХаус,2020-10-02 08:08,30.478379,60.015703,Мебель для ванной,Kolo,4211184808952479,5,18000
Телемаркет24,2017-05-08 22:31,30.272169,60.002172,Ноутбуки,Acer,4211184808952479,5,50000
DreamWhite,2018-12-05 18:08,30.370335,59.938003,Одежда для дома,Tezenis,4211184808952479,40,1500
Автотрейд,2013-05-28 15:47,30.382569,59.889669,Автомобильные аксессуары,K&N,4211184808952479,5,4000
ТехноНИКОЛЬ,2016-05-12 11:59,30.432281,59.897979,Садовая техника,Black+Decker,4023121606068003,5,45000
Дизель спот,2021-08-30 11:12,30.444036,59.950531,Автомобильные масла и жидкости,Chevron,4023121606068003,5,2500
Петрович,2017-05-17 18:37,30.459371,59.979735,Герметики и монтажная пена,Makroflex,4023121606068003,16,320
Лента,2016-06-13 11:54,30.468139,59.85992,Мясо и птица,Троекурово,4333169748870714,5,460
StoreDima,2012-03-20 09:00,30.32422,59.929012,Кабели и адаптеры,Logitech,4333169748870714,31,1600
PisterGSM,2023-11-15 11:14,30.36603,59.932429,Накопители данных,Kingston,4333169748870714,5,5500
Азбука вкуса,2019-07-17 21:25,30.14606,59.994265,Специи и пряности,Penzeys Spices,4333169748870714,5,240
Ситилинк,2017-12-07 09:28,30.221821,60.038659,Устройства умного дома,Wemo,4333169748870714,5,25000
Ситилинк,2022-04-20 13:43,30.3582,59.947342,Программируемые устройства,Micro:bit,5472146910061058,5,2500
М.Видео,2021-06-03 18:08,30.437312,59.933146,Батарейки и зарядные устройства,Belkin,5472146910061058,28,500
Дизель спот,2017-03-18 08:02,30.235619,59.993021,Тормозные системы,Akebono,5472146910061058,5,13000
Авто Стори,2020-10-19 19:31,30.47283,59.885293,Шины и диски,Michelin,5308676559890846,19,12000
ТехноНИКОЛЬ,2012-06-10 13:01,30.282577,60.073813,Вентиляция и кондиционирование,Carrier,5308676559890846,31,135000
Ашан,2020-12-11 18:44,30.513685,59.894625,Здоровое питание,Biona,5308676559890846,8,400
StoreDima,2021-08-15 13:38,30.32422,59.929012,Батарейки и зарядные устройства,Kodak,5308676559890846,5,340
Петрович,2021-02-11 22:51,30.252079,59.952578,Отделочные материалы,Weber,5308676559890846,5,4200
Сатурн,2022-06-04 15:12,30.334153,59.946841,Керамическая плитка,Estima,5479208337425515,5,1600
Максидом,2022-09-06 19:38,30.38423,60.002149,Краски и лаки,Pufas,5479208337425515,19,2100
Дизель спот,2020-10-05 10:57,30.468788,59.960016,Автосигнализации и охранные системы,Meta System,5479208337425515,28,27000
Дизель спот,2015-07-05 18:34,30.444036,59.950531,Подвеска и рулевое управление,Bilstein,4670588020821615,5,15000
OBI,2022-01-17 21:32,30.382358,60.089826,Садовый инвентарь,MTD,4670588020821615,5,5300
PisterGSM,2016-01-22 07:34,30.36603,59.932429,Накопители данных,Kingston,5559575226029877,11,5500
Дон Телефон,2024-11-04 16:41,30.321769,59.927084,Дроны и робототехника,PowerVision,5559575226029877,27,70000
Eurospar,2018-06-06 10:33,30.317453,59.977141,Детское питание,Gerber,5559575226029877,5,140
Barleone,2016-05-19 19:29,30.293232,59.959192,Платья и юбки,Pull&Bear,5559575226029877,5,3200
Eurospar,2012-06-14 20:23,30.334406,59.935163,Диетические продукты,Premier Protein,5586724601284963,8,1900
Elny,2015-01-16 17:51,30.268161,59.849699,Платья и юбки,Stradivarius,5586724601284963,5,3000
Дизель спот,2012-11-21 11:31,30.444036,59.950531,Шины и диски,Dunlop,5486557061417866,56,9500
DreamWhite,2024-03-29 14:55,30.359178,59.938404,Перчатки и шарфы,Hugo Boss,5486557061417866,5,19000
ТехноНИКОЛЬ,2012-01-03 23:58,30.433004,59.898045,Лестницы и стремянки,Altrex,4188693103583977,50,13000
DreamWhite,2020-08-18 11:34,30.304204,59.960815,Одежда для беременных,ASOS,4188693103583977,17,3500
ТехноНИКОЛЬ,2016-12-21 22:51,30.433004,59.898045,Инструменты и оборудование,Milwaukee,4188693103583977,5,24000
Дон Телефон,2020-11-02 09:14,30.320953,59.927913,Мониторы,Samsung,4188693103583977,21,30000
Автотрейд,2015-04-06 22:06,30.235785,59.992793,Автосигнализации и охранные системы,Pandora,4188693103583977,5,25000
Сатурн,2019-03-20 10:03,30.334153,59.946841,Сантехника,Kaldewei,4276765713860937,17,23000
DNS,2018-02-11 21:47,30.414117,59.833059,Сетевое оборудование,DrayTek,4276765713860937,5,8000
VAG Club,2012-09-01 18:18,30.22647,59.996275,Автосигнализации и охранные системы,Magnum,5488373097970619,20,13000
Телемаркет24,2018-10-24 18:28,30.355724,59.922592,Дроны и робототехника,Hubsan,5488373097970619,37,30000
DreamWhite,2016-03-09 22:51,30.332892,59.792867,Купальники и пляжная одежда,Vitamin A,5176470511516671,20,5400
VAG Club,2016-01-24 20:53,30.444139,60.000501,Трансмиссии,ZF,5176470511516671,5,150000
Автотрейд,2019-10-23 17:04,30.382332,59.889032,Двигатели и компоненты,BorgWarner,5176470511516671,5,140000
PisterGSM,2020-12-14 16:12,30.36603,59.932429,Программируемые устройства,ROBOTIS,5176471930370527,31,5500
РеалЪ,2021-05-22 22:34,30.414817,60.01616,Замороженные продукты,Kashi,5176471930370527,5,450
Дикси,2021-10-07 11:02,30.302106,59.968176,Хлеб и выпечка,Хлебозавод №9,4268047601800321,8,55
Авто Стори,2012-02-18 14:31,30.47283,59.885293,Автоинструменты и оборудование,Stanley,4268047601800321,5,10000
Barleone,2013-09-18 13:18,30.293232,59.959192,Одежда для сна,Jockey,4874953015095165,12,2200
DreamWhite,2020-04-12 19:12,30.332892,59.792867,Футболки и майки,Columbia,4874953015095165,6,4000
ТехноНИКОЛЬ,2019-01-02 19:05,30.282577,60.073813,Освещение,Osram,4874953015095165,5,1200
Азбука вкуса,2016-07-17 07:36,30.359189,59.931679,Продукты для спортсменов,Nutrex Research,5479661512798482,22,2500
ТехноНИКОЛЬ,2014-02-17 21:56,30.432281,59.897979,Электрика,Siemens,5479661512798482,5,5500
OBI,2013-05-26 09:40,30.146803,59.993579,Электрика,Eaton,5479661512798482,5,4800
StoreDima,2015-12-09 21:47,30.32422,59.929012,Фото- и видеокамеры,Ricoh,5479661512798482,37,35000
Лента,2023-02-13 18:41,30.281714,59.89301,Напитки,Minute Maid,4333168384194219,6,85
Дон Телефон,2023-08-29 15:09,30.320953,59.927913,Системы безопасности,Ring,4333168384194219,24,22000
Азбука вкуса,2023-12-26 16:53,30.272869,59.967178,Органические продукты,Stonyfield Farm,4333168384194219,25,160
DreamWhite,2016-04-26 10:26,30.304204,59.960815,Белье и ночные сорочки,H&M,4333168384194219,5,1500
Elny,2014-12-13 20:30,30.268161,59.849699,Футболки и майки,New Balance,4627791037533314,12,2700
Дизель спот,2016-07-10 23:47,30.468788,59.960016,Автомобильные аксессуары,Meguiar's,4627791037533314,5,2500
Азбука вкуса,2024-05-21 01:28,30.314295,60.04879,Супы и бульоны,Kettle & Fire,4627791037533314,5,280
РеалЪ,2017-03-24 09:24,30.355607,59.94412,Масла и жиры,Шедевр,4627791037533314,29,150
Ашан,2014-07-06 14:15,30.457308,59.778,Продукты для диабетиков,DiaVita,4627791037533314,5,720
М.Видео,2018-09-02 11:11,30.350111,59.870237,Сетевое оборудование,TRENDnet,5484077327040598,42,4000
Дикси,2023-11-30 08:35,30.356094,59.927022,Сладости и десерты,Jelly Belly,5489993473745824,13,350
